"Fecha","DiaSemana","Rango","Diario","CambioDiario","CambioSemanal","Cines","Promedio","Acumulado","Dia","Estimado","Pelicula","Year","Estreno","YearEstreno"
2012-05-17,"Thursday",1,6208368,-2.1,-49.9,4349,1427,402021415,14,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-18,"Friday",1,15236046,145.4,-47.9,4249,3585,417257461,15,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-19,"Saturday",1,23587069,54.8,-45,4249,5551,440844530,16,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-20,"Sunday",1,16820987,-28.7,-45.6,4249,3958,457665517,17,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-21,"Monday",1,5687934,-66.2,-28.2,4249,1338,463353451,18,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-22,"Tuesday",1,4917764,-13.5,-42,4249,1157,468271215,19,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-23,"Wednesday",1,3968406,-19.3,-37.4,4249,933,472239621,20,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-24,"Thursday",1,4445167,12,-28.4,4249,1046,476684788,21,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-25,"Friday",2,9664323,117.4,-36.6,3918,2466,486349111,22,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-26,"Saturday",2,14066384,45.5,-40.4,3918,3590,500415495,23,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-27,"Sunday",2,12956164,-7.9,-23,3918,3306,513371659,24,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-28,"Monday",2,10535543,-18.7,85.2,3918,2689,523907202,25,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-29,"Tuesday",2,3266753,-69,-33.6,3918,833,527173955,26,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-30,"Wednesday",2,2515041,-23,-36.6,3918,641,529688996,27,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-05-31,"Thursday",2,2774984,10.3,-37.6,3918,708,532463980,28,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-01,"Friday",3,5641642,103.3,-41.6,3670,1537,538105622,29,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-02,"Saturday",3,9017913,59.8,-35.9,3670,2457,547123535,30,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-03,"Sunday",3,5826863,-35.4,-55,3670,1587,552950398,31,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-04,"Monday",3,2042375,-64.9,-80.6,3670,556,554992773,32,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-05,"Tuesday",3,2221713,8.8,-32,3670,605,557214486,33,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-06,"Wednesday",3,1862060,-16.2,-26,3670,507,559076546,34,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-07,"Thursday",3,1974179,6,-28.9,3670,537,561050725,35,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-08,"Friday",5,3336924,69,-40.9,3129,1066,564387649,36,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-09,"Saturday",5,4546865,36.3,-49.6,3129,1453,568934514,37,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-10,"Sunday",5,3365949,-26,-42.2,3129,1075,572300463,38,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-11,"Monday",5,1385505,-58.8,-32.2,3129,442,573685968,39,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-12,"Tuesday",5,1547796,11.7,-30.3,3129,494,575233764,40,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-13,"Wednesday",5,1349418,-12.8,-27.5,3129,431,576583182,41,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-14,"Thursday",5,1305722,-3.2,-33.9,3129,417,577888904,42,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-15,"Friday",7,2206155,69,-33.9,2582,854,580095059,43,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-16,"Saturday",7,3292985,49.3,-27.6,2582,1275,583388044,44,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-17,"Sunday",7,3406327,3.4,1.2,2582,1319,586794371,45,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-18,"Monday",7,1133339,-66.7,-18.2,2582,438,587927710,46,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-19,"Tuesday",7,1163906,2.7,-24.8,2582,450,589091616,47,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-20,"Wednesday",7,1101648,-5.3,-18.4,2582,426,590193264,48,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-21,"Thursday",7,1054517,-4.3,-19.2,2582,408,591247781,49,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-22,"Friday",8,2212406,109.8,0.3,2230,992,593460187,50,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-23,"Saturday",7,3041789,37.5,-7.6,2230,1364,596501976,51,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-24,"Sunday",8,1923466,-36.8,-43.5,2230,862,598425442,52,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-25,"Monday",7,962092,-50,-15.1,2230,431,599387534,53,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-26,"Tuesday",8,989546,2.9,-15,2230,443,600377080,54,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-27,"Wednesday",8,838655,-15.2,-23.9,2230,376,601215735,55,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-28,"Thursday",6,867338,3.4,-17.8,2230,388,602083073,56,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-29,"Friday",11,1305521,50.5,-41,1757,743,603388594,57,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-06-30,"Saturday",9,1816647,39.2,-40.3,1757,1033,605205241,58,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-01,"Sunday",10,1299503,-28.5,-32.4,1757,739,606504744,59,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-02,"Monday",8,714777,-45,-25.7,1757,406,607219521,60,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-03,"Tuesday",11,544755,-23.8,-44.9,1352,402,607764276,61,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-04,"Wednesday",10,718276,31.9,-14.4,1352,531,608482552,62,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-05,"Thursday",11,477208,-33.6,-45,1270,375,608959760,63,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-06,"Friday",12,680818,42.7,-47.9,1125,605,609640578,64,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-07,"Saturday",12,918223,34.9,-49.5,1125,816,610558801,65,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-08,"Sunday",12,569083,-38,-56.2,1125,505,611127884,66,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-09,"Monday",12,261442,-54.1,-63.4,1125,232,611389326,67,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-10,"Tuesday",12,311771,19.3,-42.8,1125,277,611701097,68,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-11,"Wednesday",12,272336,-12.6,-62.1,1125,242,611973433,69,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-12,"Thursday",13,288299,5.9,-39.6,1125,256,612261732,70,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-13,"Friday",11,395434,37.2,-41.9,747,529,612657166,71,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-14,"Saturday",11,587183,48.5,-36.1,747,786,613244349,72,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-15,"Sunday",11,416137,-29.1,-26.9,747,557,613660486,73,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-16,"Monday",11,188724,-54.6,-27.8,747,252,613849210,74,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-17,"Tuesday",11,221405,17.3,-29,747,296,614070615,75,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-18,"Wednesday",12,194838,-12,-28.5,747,260,614265453,76,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-19,"Thursday",13,172561,-11.4,-40.1,747,231,614438014,77,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-20,"Friday",14,190088,10.2,-51.9,495,384,614628102,78,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-21,"Saturday",14,254913,34.1,-56.6,495,514,614883015,79,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-22,"Sunday",14,175410,-31.2,-57.8,495,354,615058425,80,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-23,"Monday",14,98364,-43.9,-47.9,495,198,615156789,81,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-24,"Tuesday",13,123367,25.4,-44.3,495,249,615280156,82,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-25,"Wednesday",14,93538,-24.2,-52,495,188,615373694,83,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-07-26,"Thursday",12,110157,17.8,-36.2,495,222,615483851,84,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-08-31,"Friday",14,383116,0,0,1705,224,618233009,120,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-01,"Saturday",14,688184,79.6,0,1705,403,618921193,121,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-02,"Sunday",13,839401,22,0,1705,492,619760594,122,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-03,"Monday",15,563243,-32.9,0,1705,330,620323837,123,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-04,"Tuesday",14,121773,-78.4,0,1705,71,620445610,124,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-05,"Wednesday",14,87197,-28.4,0,1705,51,620532807,125,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-06,"Thursday",14,95639,9.7,0,1705,56,620628446,126,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-07,"Friday",16,217231,127.1,-43.3,1209,179,620845677,127,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-08,"Saturday",18,405843,86.8,-41,1209,335,621251520,128,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-09,"Sunday",20,163107,-59.8,-80.6,1209,134,621414627,129,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-10,"Monday",18,46138,-71.7,-91.8,1209,38,621460765,130,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-11,"Tuesday",17,56594,22.7,-53.5,1209,46,621517359,131,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-12,"Wednesday",17,51689,-8.7,-40.7,1209,42,621569048,132,"false","Marvel's The Avengers",2012,2012-05-04,2012
2012-09-13,"Thursday",17,54171,4.8,-43.4,1209,44,621623219,133,"false","Marvel's The Avengers",2012,2012-05-04,2012
2013-05-03,"Friday",1,68858555,0,0,4253,16190,68858555,1,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-04,"Saturday",1,62273218,-9.6,0,4253,14642,131131773,2,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-05,"Sunday",1,43012812,-30.9,0,4253,10113,174144585,3,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-06,"Monday",1,11267610,-73.8,0,4253,2649,185412195,4,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-07,"Tuesday",1,11286896,0.2,0,4253,2653,196699091,5,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-08,"Wednesday",1,8112391,-28.1,0,4253,1907,204811482,6,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-09,"Thursday",1,7609602,-6.2,0,4253,1789,212421084,7,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-10,"Friday",1,19713832,159.1,-71.4,4253,4635,232134916,8,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-11,"Saturday",1,32053127,62.6,-48.5,4253,7536,264188043,9,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-12,"Sunday",1,20758656,-35.2,-51.7,4253,4880,284946699,10,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-13,"Monday",1,4615742,-77.8,-59,4253,1085,289562441,11,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-14,"Tuesday",1,5161138,11.8,-54.3,4253,1213,294723579,12,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-15,"Wednesday",2,3871497,-25,-52.3,4253,910,298595076,13,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-16,"Thursday",3,3296807,-14.8,-56.7,4253,775,301891883,14,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-17,"Friday",2,9514115,188.6,-51.7,4237,2245,311405998,15,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-18,"Saturday",2,15425978,62.1,-51.9,4237,3640,326831976,16,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-19,"Sunday",2,10830001,-29.8,-47.8,4237,2556,337661977,17,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-20,"Monday",2,3206057,-70.4,-30.5,4237,756,340868034,18,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-21,"Tuesday",3,2752186,-14.2,-46.7,4237,649,343620220,19,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-22,"Wednesday",3,2256761,-18,-41.7,4237,532,345876981,20,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-23,"Thursday",3,2205543,-2.3,-33.1,4205,524,348082524,21,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-24,"Friday",5,5146416,133.3,-45.9,3424,1503,353228940,22,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-25,"Saturday",5,7533154,46.4,-51.2,3424,2200,360762094,23,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-26,"Sunday",5,6645022,-11.8,-38.6,3424,1940,367407116,24,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-27,"Monday",5,5368815,-19.2,67.5,3424,1567,372775931,25,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-28,"Tuesday",6,1559997,-70.9,-43.3,3424,455,374335928,26,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-29,"Wednesday",6,1246787,-20.1,-44.8,3424,364,375582715,27,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-30,"Thursday",6,1162570,-6.8,-47.3,3424,339,376745285,28,"false","Iron Man 3",2013,2013-05-03,2013
2013-05-31,"Friday",7,2252846,93.8,-56.2,2895,778,378998131,29,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-01,"Saturday",7,3640320,61.6,-51.7,2895,1257,382638451,30,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-02,"Sunday",7,2549285,-30,-61.6,2895,880,385187736,31,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-03,"Monday",8,755230,-70.4,-85.9,2895,260,385942966,32,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-04,"Tuesday",8,880326,16.6,-43.6,2895,304,386823292,33,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-05,"Wednesday",8,808293,-8.2,-35.2,2895,279,387631585,34,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-06,"Thursday",7,898080,11.1,-22.8,2895,310,388529665,35,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-07,"Friday",9,1695033,88.7,-24.8,2351,720,390224698,36,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-08,"Saturday",9,2482605,46.5,-31.8,2351,1055,392707303,37,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-09,"Sunday",9,1576023,-36.5,-38.2,2351,670,394283326,38,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-10,"Monday",9,669037,-57.5,-11.4,2351,284,394952363,39,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-11,"Tuesday",9,654328,-2.2,-25.7,2351,278,395606691,40,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-12,"Wednesday",10,553112,-15.5,-31.6,2193,252,396159803,41,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-13,"Thursday",11,542436,-1.9,-39.6,2193,247,396702239,42,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-14,"Friday",11,749066,38.1,-55.8,1649,454,397451305,43,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-15,"Saturday",11,1053987,40.7,-57.5,1649,639,398505292,44,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-16,"Sunday",10,1153802,9.5,-26.8,1649,699,399659094,45,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-17,"Monday",11,326102,-71.7,-51.3,1649,197,399985196,46,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-18,"Tuesday",10,368605,13,-43.7,1649,223,400353801,47,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-19,"Wednesday",11,315633,-14.4,-42.9,1649,191,400669434,48,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-20,"Thursday",10,275788,-12.6,-49.2,1649,167,400945222,49,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-21,"Friday",10,770823,179.5,2.9,924,834,401716045,50,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-22,"Saturday",10,926997,20.3,-12,924,1003,402643042,51,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-23,"Sunday",12,514762,-44.5,-55.4,924,557,403157804,52,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-24,"Monday",12,208423,-59.5,-36.1,924,225,403366227,53,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-25,"Tuesday",12,236862,13.6,-35.7,924,256,403603089,54,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-26,"Wednesday",12,219957,-7.1,-30.3,924,238,403823046,55,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-27,"Thursday",12,209010,-5,-24.2,924,226,404032056,56,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-28,"Friday",11,416180,99.1,-46,540,770,404448236,57,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-29,"Saturday",10,597777,43.6,-35.5,540,1106,405046013,58,"false","Iron Man 3",2013,2013-05-03,2013
2013-06-30,"Sunday",11,347192,-41.9,-32.6,540,642,405393205,59,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-01,"Monday",12,163901,-52.8,-21.4,540,303,405557106,60,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-02,"Tuesday",13,129165,-21.2,-45.5,540,239,405686271,61,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-03,"Wednesday",13,120249,-6.9,-45.3,294,409,405806520,62,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-04,"Thursday",14,122799,2.1,-41.2,294,417,405929319,63,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-05,"Friday",13,179504,46.2,-56.9,294,610,406108823,64,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-06,"Saturday",14,198831,10.8,-66.7,294,676,406307654,65,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-07,"Sunday",19,103333,-48,-70.2,294,351,406410987,66,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-08,"Monday",20,44875,-56.6,-72.6,294,152,406455862,67,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-09,"Tuesday",17,57025,27.1,-55.9,294,193,406512887,68,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-10,"Wednesday",19,50762,-11,-57.8,294,172,406563649,69,"false","Iron Man 3",2013,2013-05-03,2013
2013-07-11,"Thursday",19,46039,-9.3,-62.5,294,156,406609688,70,"false","Iron Man 3",2013,2013-05-03,2013
2013-11-08,"Friday",1,31899210,0,0,3841,8304,31899210,1,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-09,"Saturday",1,32078010,0.6,0,3841,8351,63977220,2,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-10,"Sunday",1,21760621,-32.2,0,3841,5665,85737841,3,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-11,"Monday",1,10417194,-52.1,0,3841,2712,96155035,4,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-12,"Tuesday",1,5244111,-49.7,0,3841,1365,101399146,5,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-13,"Wednesday",1,3565731,-32,0,3841,928,104964877,6,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-14,"Thursday",1,3546237,-0.5,0,3841,923,108511114,7,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-15,"Friday",2,10524470,196.8,-67,3841,2740,119035584,8,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-16,"Saturday",1,16761427,59.3,-47.7,3841,4363,135797011,9,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-17,"Sunday",1,9300119,-44.5,-57.3,3841,2421,145097130,10,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-18,"Monday",2,2209623,-76.2,-78.8,3841,575,147306753,11,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-19,"Tuesday",1,2729808,23.5,-47.9,3841,710,150036561,12,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-20,"Wednesday",1,2004268,-26.6,-43.8,3841,521,152040829,13,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-21,"Thursday",1,1679992,-16.2,-52.6,3841,437,153720821,14,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-22,"Friday",2,4041487,140.6,-61.6,3713,1088,157762308,15,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-23,"Saturday",2,6378333,57.8,-61.9,3713,1717,164140641,16,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-24,"Sunday",2,3776482,-40.8,-59.4,3713,1017,167917123,17,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-25,"Monday",2,1360662,-64,-38.4,3713,366,169277785,18,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-26,"Tuesday",2,1941500,42.7,-28.9,3713,522,171219285,19,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-27,"Wednesday",3,2346359,20.9,17.1,3286,714,173565644,20,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-28,"Thursday",3,2054146,-12.5,22.3,3286,625,175619790,21,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-29,"Friday",3,4477422,118,10.8,3286,1362,180097212,22,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-11-30,"Saturday",3,4461688,-0.4,-30,3286,1357,184558900,23,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-01,"Sunday",3,2146186,-51.9,-43.2,3286,653,186705086,24,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-02,"Monday",3,531201,-75.2,-61,3286,161,187236287,25,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-03,"Tuesday",4,655345,23.4,-66.2,3286,199,187891632,26,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-04,"Wednesday",3,498942,-23.9,-78.7,3286,151,188390574,27,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-05,"Thursday",3,509068,2,-75.2,3286,154,188899642,28,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-06,"Friday",4,1295977,154.6,-71.1,3074,421,190195619,29,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-07,"Saturday",3,2272980,75.4,-49.1,3074,739,192468599,30,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-08,"Sunday",3,1242588,-45.3,-42.1,3074,404,193711187,31,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-09,"Monday",4,397478,-68,-25.2,3074,129,194108665,32,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-10,"Tuesday",4,509966,28.3,-22.2,3074,165,194618631,33,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-11,"Wednesday",4,401237,-21.3,-19.6,3074,130,195019868,34,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-12,"Thursday",3,405821,1.1,-20.3,3074,132,195425689,35,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-13,"Friday",5,801586,97.5,-38.1,2264,354,196227275,36,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-14,"Saturday",5,1206083,50.5,-46.9,2264,532,197433358,37,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-15,"Sunday",5,812386,-32.6,-34.6,2264,358,198245744,38,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-16,"Monday",5,301519,-62.9,-24.1,2264,133,198547263,39,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-17,"Tuesday",5,342564,13.6,-32.8,2264,151,198889827,40,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-18,"Wednesday",6,273905,-20,-31.7,1923,142,199163732,41,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-19,"Thursday",6,274376,0.2,-32.4,1923,142,199438108,42,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-20,"Friday",10,361847,31.9,-54.9,1116,324,199799955,43,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-21,"Saturday",10,522668,44.4,-56.7,1116,468,200322623,44,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-22,"Sunday",10,457248,-12.5,-43.7,1116,409,200779871,45,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-23,"Monday",10,365540,-20.1,21.2,1116,327,201145411,46,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-24,"Tuesday",10,261885,-28.4,-23.6,1116,234,201407296,47,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-25,"Wednesday",21,151326,-42.2,-44.8,319,474,201558622,48,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-26,"Thursday",20,168915,11.6,-38.4,319,529,201727537,49,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-27,"Friday",19,209196,23.8,-42.2,319,655,201936733,50,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-28,"Saturday",19,248434,18.8,-52.5,319,778,202185167,51,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-29,"Sunday",20,178443,-28.2,-61,319,559,202363610,52,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-30,"Monday",20,151512,-15.1,-58.6,319,474,202515122,53,"false","Thor: The Dark World",2013,2013-11-08,2013
2013-12-31,"Tuesday",22,136610,-9.8,-47.8,319,428,202651732,54,"false","Thor: The Dark World",2013,2013-11-08,2013
2014-01-01,"Wednesday",21,205020,50.1,35.5,319,642,202856752,55,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-02,"Thursday",20,115945,-43.4,-31.4,319,363,202972697,56,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-03,"Friday",21,165675,42.9,-20.8,291,569,203138372,57,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-04,"Saturday",22,205566,24.1,-17.3,291,706,203343938,58,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-05,"Sunday",22,105266,-48.8,-41,291,361,203449204,59,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-06,"Monday",21,43806,-58.4,-71.1,291,150,203493010,60,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-07,"Tuesday",21,49569,13.2,-63.7,291,170,203542579,61,"false","Thor: The Dark World",2014,2013-11-08,2013
2014-01-08,"Wednesday",24,39457,-20.4,-80.8,291,135,203582036,62,"false","Thor: The Dark World",2014,2013-11-08,2013
