"Fecha","DiaSemana","Rango","Diario","CambioDiario","CambioSemanal","Cines","Promedio","Acumulado","Dia","Estimado","Pelicula","Year","Estreno","YearEstreno"
2008-05-01,"Thursday",1,3500000,0,0,2500,1400,3500000,0,"true","Iron Man",2008,2008-05-01,2008
2008-05-02,"Friday",1,35234361,906.7,0,4105,8583,38734361,1,"false","Iron Man",2008,2008-05-01,2008
2008-05-03,"Saturday",1,37350099,6,0,4105,9098,76084460,2,"false","Iron Man",2008,2008-05-01,2008
2008-05-04,"Sunday",1,26034208,-30.3,0,4105,6342,102118668,3,"false","Iron Man",2008,2008-05-01,2008
2008-05-05,"Monday",1,6934568,-73.4,0,4105,1689,109053236,4,"false","Iron Man",2008,2008-05-01,2008
2008-05-06,"Tuesday",1,6505784,-6.2,0,4105,1584,115559020,5,"false","Iron Man",2008,2008-05-01,2008
2008-05-07,"Wednesday",1,5747344,-11.7,0,4105,1400,121306364,6,"false","Iron Man",2008,2008-05-01,2008
2008-05-08,"Thursday",1,5328031,-7.3,52.2,4105,1297,126634395,7,"false","Iron Man",2008,2008-05-01,2008
2008-05-09,"Friday",1,14873192,179.1,-57.8,4111,3617,141507587,8,"false","Iron Man",2008,2008-05-01,2008
2008-05-10,"Saturday",1,21374629,43.7,-42.8,4111,5199,162882216,9,"false","Iron Man",2008,2008-05-01,2008
2008-05-11,"Sunday",1,14942808,-30.1,-42.6,4111,3634,177825024,10,"false","Iron Man",2008,2008-05-01,2008
2008-05-12,"Monday",1,3850844,-74.2,-44.5,4111,936,181675868,11,"false","Iron Man",2008,2008-05-01,2008
2008-05-13,"Tuesday",1,3357146,-12.8,-48.4,4111,816,185033014,12,"false","Iron Man",2008,2008-05-01,2008
2008-05-14,"Wednesday",1,3082988,-8.2,-46.4,4111,749,188116002,13,"false","Iron Man",2008,2008-05-01,2008
2008-05-15,"Thursday",1,3169387,2.8,-40.5,4111,770,191285389,14,"false","Iron Man",2008,2008-05-01,2008
2008-05-16,"Friday",2,8659239,173.2,-41.8,4154,2084,199944628,15,"false","Iron Man",2008,2008-05-01,2008
2008-05-17,"Saturday",2,13431355,55.1,-37.2,4154,3233,213375983,16,"false","Iron Man",2008,2008-05-01,2008
2008-05-18,"Sunday",2,9748402,-27.4,-34.8,4154,2346,223124385,17,"false","Iron Man",2008,2008-05-01,2008
2008-05-19,"Monday",2,3072182,-68.5,-20.2,4154,739,226196567,18,"false","Iron Man",2008,2008-05-01,2008
2008-05-20,"Tuesday",2,2219928,-27.7,-33.9,4154,534,228416495,19,"false","Iron Man",2008,2008-05-01,2008
2008-05-21,"Wednesday",2,1926258,-13.2,-37.5,4154,463,230342753,20,"false","Iron Man",2008,2008-05-01,2008
2008-05-22,"Thursday",3,1824663,-5.3,-42.4,4154,439,232167416,21,"false","Iron Man",2008,2008-05-01,2008
2008-05-23,"Friday",3,5437126,198,-37.2,3915,1388,237604542,22,"false","Iron Man",2008,2008-05-01,2008
2008-05-24,"Saturday",3,7898842,45.3,-41.2,3915,2017,245503384,23,"false","Iron Man",2008,2008-05-01,2008
2008-05-25,"Sunday",3,7111285,-10,-27.1,3915,1816,252614669,24,"false","Iron Man",2008,2008-05-01,2008
2008-05-26,"Monday",3,5663877,-20.4,84.4,3915,1446,258278546,25,"false","Iron Man",2008,2008-05-01,2008
2008-05-27,"Tuesday",3,1561073,-72.4,-29.7,3915,398,259839619,26,"false","Iron Man",2008,2008-05-01,2008
2008-05-28,"Wednesday",3,1395588,-10.6,-27.5,3915,356,261235207,27,"false","Iron Man",2008,2008-05-01,2008
2008-05-29,"Thursday",3,1389865,-0.4,-23.8,3915,355,262625072,28,"false","Iron Man",2008,2008-05-01,2008
2008-05-30,"Friday",4,3783237,172.2,-30.4,3650,1036,266408309,29,"false","Iron Man",2008,2008-05-01,2008
2008-05-31,"Saturday",4,6068126,60.4,-23.2,3650,1662,272476435,30,"false","Iron Man",2008,2008-05-01,2008
2008-06-01,"Sunday",4,3689901,-39.2,-48.1,3650,1010,276166336,31,"false","Iron Man",2008,2008-05-01,2008
2008-06-02,"Monday",4,1230719,-66.6,-78.3,3650,337,277397055,32,"false","Iron Man",2008,2008-05-01,2008
2008-06-03,"Tuesday",4,1336009,8.6,-14.4,3650,366,278733064,33,"false","Iron Man",2008,2008-05-01,2008
2008-06-04,"Wednesday",4,1312678,-1.7,-5.9,3650,359,280045742,34,"false","Iron Man",2008,2008-05-01,2008
2008-06-05,"Thursday",4,1324459,0.9,-4.7,3650,362,281370201,35,"false","Iron Man",2008,2008-05-01,2008
2008-06-06,"Friday",6,2187329,65.1,-42.2,2931,746,283557530,36,"false","Iron Man",2008,2008-05-01,2008
2008-06-07,"Saturday",6,3164558,44.7,-47.8,2931,1079,286722088,37,"false","Iron Man",2008,2008-05-01,2008
2008-06-08,"Sunday",6,2125552,-32.8,-42.4,2931,725,288847640,38,"false","Iron Man",2008,2008-05-01,2008
2008-06-09,"Monday",6,893971,-57.9,-27.4,2931,305,289741611,39,"false","Iron Man",2008,2008-05-01,2008
2008-06-10,"Tuesday",6,859778,-3.8,-35.6,2931,293,290601389,40,"false","Iron Man",2008,2008-05-01,2008
2008-06-11,"Wednesday",6,857937,-0.2,-34.6,2931,292,291459326,41,"false","Iron Man",2008,2008-05-01,2008
2008-06-12,"Thursday",6,838628,-2.3,-36.7,2931,286,292297954,42,"false","Iron Man",2008,2008-05-01,2008
2008-06-13,"Friday",8,1466126,74.8,-33,2403,610,293764080,43,"false","Iron Man",2008,2008-05-01,2008
2008-06-14,"Saturday",7,2119187,44.5,-33,2403,881,295883267,44,"false","Iron Man",2008,2008-05-01,2008
2008-06-15,"Sunday",7,2035062,-4,-4.3,2403,846,297918329,45,"false","Iron Man",2008,2008-05-01,2008
2008-06-16,"Monday",7,720888,-64.6,-19.4,2403,299,298639217,46,"false","Iron Man",2008,2008-05-01,2008
2008-06-17,"Tuesday",7,680253,-5.6,-20.9,2403,283,299319470,47,"false","Iron Man",2008,2008-05-01,2008
2008-06-18,"Wednesday",7,723320,6.3,-15.7,2403,301,300042790,48,"false","Iron Man",2008,2008-05-01,2008
2008-06-19,"Thursday",7,743079,2.7,-11.4,2403,309,300785869,49,"false","Iron Man",2008,2008-05-01,2008
2008-06-20,"Friday",9,1130531,52.1,-22.9,1912,591,301916400,50,"false","Iron Man",2008,2008-05-01,2008
2008-06-21,"Saturday",9,1644786,45.5,-22.4,1912,860,303561186,51,"false","Iron Man",2008,2008-05-01,2008
2008-06-22,"Sunday",9,1254955,-23.7,-38.3,1912,656,304816141,52,"false","Iron Man",2008,2008-05-01,2008
2008-06-23,"Monday",9,552947,-55.9,-23.3,1912,289,305369088,53,"false","Iron Man",2008,2008-05-01,2008
2008-06-24,"Tuesday",9,512328,-7.3,-24.7,1912,267,305881416,54,"false","Iron Man",2008,2008-05-01,2008
2008-06-25,"Wednesday",9,503165,-1.8,-30.4,1912,263,306384581,55,"false","Iron Man",2008,2008-05-01,2008
2008-06-26,"Thursday",9,537624,6.8,-27.6,1912,281,306922205,56,"false","Iron Man",2008,2008-05-01,2008
2008-06-27,"Friday",11,636953,18.5,-43.7,1379,461,307559158,57,"false","Iron Man",2008,2008-05-01,2008
2008-06-28,"Saturday",11,928651,45.8,-43.5,1379,673,308487809,58,"false","Iron Man",2008,2008-05-01,2008
2008-06-29,"Sunday",11,691509,-25.5,-44.9,1379,501,309179318,59,"false","Iron Man",2008,2008-05-01,2008
2008-06-30,"Monday",11,336907,-51.3,-39.1,1379,244,309516225,60,"false","Iron Man",2008,2008-05-01,2008
2008-07-01,"Tuesday",12,244176,-27.5,-52.3,1379,177,309760401,61,"false","Iron Man",2008,2008-05-01,2008
2008-07-02,"Wednesday",13,194080,-20.5,-61.4,1379,140,309954481,62,"false","Iron Man",2008,2008-05-01,2008
2008-07-03,"Thursday",13,294039,51.5,-45.3,1379,213,310248520,63,"false","Iron Man",2008,2008-05-01,2008
2008-07-04,"Friday",12,405289,37.8,-36.4,1019,397,310653809,64,"false","Iron Man",2008,2008-05-01,2008
2008-07-05,"Saturday",13,627496,54.8,-32.4,1019,615,311281305,65,"false","Iron Man",2008,2008-05-01,2008
2008-07-06,"Sunday",13,426828,-32,-38.3,1019,418,311708133,66,"false","Iron Man",2008,2008-05-01,2008
2008-07-07,"Monday",13,190671,-55.3,-43.4,1019,187,311898804,67,"false","Iron Man",2008,2008-05-01,2008
2008-07-08,"Tuesday",13,191766,0.6,-21.5,1019,188,312090570,68,"false","Iron Man",2008,2008-05-01,2008
2008-07-09,"Wednesday",13,193844,1.1,-0.1,1019,190,312284414,69,"false","Iron Man",2008,2008-05-01,2008
2008-07-10,"Thursday",13,197477,1.9,-32.8,1019,193,312481891,70,"false","Iron Man",2008,2008-05-01,2008
2008-07-11,"Friday",14,266545,35,-34.2,710,375,312748436,71,"false","Iron Man",2008,2008-05-01,2008
2008-07-12,"Saturday",14,393307,47.6,-37.3,710,553,313141743,72,"false","Iron Man",2008,2008-05-01,2008
2008-07-13,"Sunday",13,279282,-29,-34.6,710,393,313421025,73,"false","Iron Man",2008,2008-05-01,2008
2008-07-14,"Monday",13,126106,-54.8,-33.9,710,177,313547131,74,"false","Iron Man",2008,2008-05-01,2008
2008-07-15,"Tuesday",14,124522,-1.3,-35.1,710,175,313671653,75,"false","Iron Man",2008,2008-05-01,2008
2008-07-16,"Wednesday",13,132915,6.7,-31.4,710,187,313804568,76,"false","Iron Man",2008,2008-05-01,2008
2008-07-17,"Thursday",13,120562,-9.3,-38.9,710,169,313925130,77,"false","Iron Man",2008,2008-05-01,2008
2008-07-18,"Friday",16,141575,17.4,-46.9,375,377,314066705,78,"false","Iron Man",2008,2008-05-01,2008
2008-07-19,"Saturday",16,189969,34.2,-51.7,375,506,314256674,79,"false","Iron Man",2008,2008-05-01,2008
2008-07-20,"Sunday",16,120294,-36.7,-56.9,375,320,314376968,80,"false","Iron Man",2008,2008-05-01,2008
2008-07-21,"Monday",16,55221,-54.1,-56.2,375,147,314432189,81,"false","Iron Man",2008,2008-05-01,2008
2008-07-22,"Tuesday",16,57092,3.4,-54.2,375,152,314489281,82,"false","Iron Man",2008,2008-05-01,2008
2008-07-23,"Wednesday",16,62696,9.8,-52.8,375,167,314551977,83,"false","Iron Man",2008,2008-05-01,2008
2008-07-24,"Thursday",16,63324,1,-47.5,375,168,314615301,84,"false","Iron Man",2008,2008-05-01,2008
2008-07-25,"Friday",19,92172,45.6,-34.9,274,336,314707473,85,"false","Iron Man",2008,2008-05-01,2008
2008-07-26,"Saturday",20,127609,38.4,-32.8,274,465,314835082,86,"false","Iron Man",2008,2008-05-01,2008
2008-07-27,"Sunday",19,90873,-28.8,-24.5,274,331,314925955,87,"false","Iron Man",2008,2008-05-01,2008
2008-07-28,"Monday",19,42025,-53.8,-23.9,274,153,314967980,88,"false","Iron Man",2008,2008-05-01,2008
2008-07-29,"Tuesday",19,50392,19.9,-11.7,274,183,315018372,89,"false","Iron Man",2008,2008-05-01,2008
2008-07-30,"Wednesday",19,46229,-8.3,-26.3,274,168,315064601,90,"false","Iron Man",2008,2008-05-01,2008
2008-07-31,"Thursday",19,42988,-7,-32.1,274,156,315107589,91,"false","Iron Man",2008,2008-05-01,2008
2008-08-01,"Friday",15,174012,304.8,88.8,407,427,315281601,92,"false","Iron Man",2008,2008-05-01,2008
2008-08-02,"Saturday",16,234185,34.6,83.5,407,575,315515786,93,"false","Iron Man",2008,2008-05-01,2008
2008-08-03,"Sunday",16,171982,-26.6,89.3,407,422,315687768,94,"false","Iron Man",2008,2008-05-01,2008
2008-08-04,"Monday",16,91440,-46.8,117.6,407,224,315779208,95,"false","Iron Man",2008,2008-05-01,2008
2008-08-05,"Tuesday",17,94709,3.6,87.9,407,232,315873917,96,"false","Iron Man",2008,2008-05-01,2008
2008-08-06,"Wednesday",19,84511,-10.8,82.8,407,207,315958428,97,"false","Iron Man",2008,2008-05-01,2008
2008-08-07,"Thursday",19,83887,-0.7,95.1,407,206,316042315,98,"false","Iron Man",2008,2008-05-01,2008
2008-08-08,"Friday",19,123484,47.2,-29,345,357,316165799,99,"false","Iron Man",2008,2008-05-01,2008
2008-08-09,"Saturday",19,177082,43.4,-24.4,345,513,316342881,100,"false","Iron Man",2008,2008-05-01,2008
2008-08-10,"Sunday",19,125936,-28.9,-26.8,345,365,316468817,101,"false","Iron Man",2008,2008-05-01,2008
2008-08-11,"Monday",19,60134,-52.3,-34.2,345,174,316528951,102,"false","Iron Man",2008,2008-05-01,2008
2008-08-12,"Tuesday",19,61890,2.9,-34.7,345,179,316590841,103,"false","Iron Man",2008,2008-05-01,2008
2008-08-13,"Wednesday",20,62889,1.6,-25.6,345,182,316653730,104,"false","Iron Man",2008,2008-05-01,2008
2008-08-14,"Thursday",18,63387,0.8,-24.4,345,183,316717117,105,"false","Iron Man",2008,2008-05-01,2008
2008-08-15,"Friday",22,101652,60.4,-17.7,315,322,316818769,106,"false","Iron Man",2008,2008-05-01,2008
2008-08-16,"Saturday",22,146586,44.2,-17.2,315,465,316965355,107,"false","Iron Man",2008,2008-05-01,2008
2008-08-17,"Sunday",23,92940,-36.6,-26.2,315,295,317058295,108,"false","Iron Man",2008,2008-05-01,2008
2008-08-18,"Monday",23,41171,-55.7,-31.5,315,130,317099466,109,"false","Iron Man",2008,2008-05-01,2008
2008-08-19,"Tuesday",22,46831,13.7,-24.3,315,148,317146297,110,"false","Iron Man",2008,2008-05-01,2008
2008-08-20,"Wednesday",23,43460,-7.2,-30.9,315,137,317189757,111,"false","Iron Man",2008,2008-05-01,2008
2008-08-21,"Thursday",24,40353,-7.1,-36.3,315,128,317230110,112,"false","Iron Man",2008,2008-05-01,2008
2008-08-22,"Friday",27,72954,80.8,-28.2,257,283,317303064,113,"false","Iron Man",2008,2008-05-01,2008
2008-08-23,"Saturday",26,106363,45.8,-27.4,257,413,317409427,114,"false","Iron Man",2008,2008-05-01,2008
2008-08-24,"Sunday",27,64025,-39.8,-31.1,257,249,317473452,115,"false","Iron Man",2008,2008-05-01,2008
2008-08-25,"Monday",28,22189,-65.3,-46.1,257,86,317495641,116,"false","Iron Man",2008,2008-05-01,2008
2008-08-26,"Tuesday",27,26116,17.7,-44.2,257,101,317521757,117,"false","Iron Man",2008,2008-05-01,2008
2008-08-27,"Wednesday",25,24176,-7.4,-44.4,257,94,317545933,118,"false","Iron Man",2008,2008-05-01,2008
2008-08-28,"Thursday",25,24587,1.7,-39.1,257,95,317570520,119,"false","Iron Man",2008,2008-05-01,2008
2008-08-29,"Friday",29,49601,101.7,-32,220,225,317620121,120,"false","Iron Man",2008,2008-05-01,2008
2008-08-30,"Saturday",29,84640,70.6,-20.4,220,384,317704761,121,"false","Iron Man",2008,2008-05-01,2008
2008-08-31,"Sunday",28,89395,5.6,39.6,220,406,317794156,122,"false","Iron Man",2008,2008-05-01,2008
2008-09-01,"Monday",31,53520,-40.1,141.2,220,243,317847676,123,"false","Iron Man",2008,2008-05-01,2008
2008-09-02,"Tuesday",29,11162,-79.1,-57.3,220,50,317858838,124,"false","Iron Man",2008,2008-05-01,2008
2008-09-03,"Wednesday",29,10305,-7.7,-57.4,220,46,317869143,125,"false","Iron Man",2008,2008-05-01,2008
2008-09-04,"Thursday",29,10893,5.7,-55.7,220,49,317880036,126,"false","Iron Man",2008,2008-05-01,2008
2008-09-05,"Friday",32,35385,224.8,-28.7,205,172,317915421,127,"false","Iron Man",2008,2008-05-01,2008
2008-09-06,"Saturday",32,61965,75.1,-26.8,205,302,317977386,128,"false","Iron Man",2008,2008-05-01,2008
2008-09-07,"Sunday",32,29384,-52.6,-67.1,205,143,318006770,129,"false","Iron Man",2008,2008-05-01,2008
2008-09-08,"Monday",32,7192,-75.5,-86.6,205,35,318013962,130,"false","Iron Man",2008,2008-05-01,2008
2008-09-09,"Tuesday",31,8577,19.3,-23.2,205,41,318022539,131,"false","Iron Man",2008,2008-05-01,2008
2008-09-10,"Wednesday",31,8265,-3.6,-19.8,205,40,318030804,132,"false","Iron Man",2008,2008-05-01,2008
2008-09-11,"Thursday",30,9120,10.3,-16.3,205,44,318039924,133,"false","Iron Man",2008,2008-05-01,2008
2008-09-12,"Friday",32,26103,186.2,-26.2,156,167,318066027,134,"false","Iron Man",2008,2008-05-01,2008
2008-09-13,"Saturday",31,46788,79.2,-24.5,156,299,318112815,135,"false","Iron Man",2008,2008-05-01,2008
2008-09-14,"Sunday",32,21925,-53.1,-25.4,156,140,318134740,136,"false","Iron Man",2008,2008-05-01,2008
2008-09-15,"Monday",33,5552,-74.7,-22.8,156,35,318140292,137,"false","Iron Man",2008,2008-05-01,2008
2008-09-16,"Tuesday",33,6383,15,-25.6,156,40,318146675,138,"false","Iron Man",2008,2008-05-01,2008
2008-09-17,"Wednesday",33,6697,4.9,-19,156,42,318153372,139,"false","Iron Man",2008,2008-05-01,2008
2008-09-18,"Thursday",33,6745,0.7,-26,156,43,318160117,140,"false","Iron Man",2008,2008-05-01,2008
2008-09-19,"Friday",36,15656,132.1,-40,124,126,318175773,141,"false","Iron Man",2008,2008-05-01,2008
2008-09-20,"Saturday",35,27820,77.7,-40.5,124,224,318203593,142,"false","Iron Man",2008,2008-05-01,2008
2008-09-21,"Sunday",36,15561,-44.1,-29,124,125,318219154,143,"false","Iron Man",2008,2008-05-01,2008
2008-09-22,"Monday",36,4631,-70.2,-16.6,124,37,318223785,144,"false","Iron Man",2008,2008-05-01,2008
2008-09-23,"Tuesday",36,5731,23.8,-10.2,124,46,318229516,145,"false","Iron Man",2008,2008-05-01,2008
2008-09-24,"Wednesday",35,4955,-13.5,-26,124,39,318234471,146,"false","Iron Man",2008,2008-05-01,2008
2008-09-25,"Thursday",35,5345,7.9,-20.8,124,43,318239816,147,"false","Iron Man",2008,2008-05-01,2008
2008-09-26,"Friday",39,16942,217,8.2,121,140,318256758,148,"false","Iron Man",2008,2008-05-01,2008
2008-09-27,"Saturday",38,28836,70.2,3.7,121,238,318285594,149,"false","Iron Man",2008,2008-05-01,2008
2008-09-28,"Sunday",41,12586,-56.4,-19.1,121,104,318298180,150,"false","Iron Man",2008,2008-05-01,2008
2008-09-29,"Monday",40,3737,-70.3,-19.3,121,30,318301917,151,"false","Iron Man",2008,2008-05-01,2008
2008-09-30,"Tuesday",40,4033,7.9,-29.6,121,33,318305950,152,"false","Iron Man",2008,2008-05-01,2008
2008-10-01,"Wednesday",41,3455,-14.3,-30.3,121,28,318309405,153,"false","Iron Man",2008,2008-05-01,2008
2008-10-02,"Thursday",41,3794,9.8,-29,121,31,318313199,154,"false","Iron Man",2008,2008-05-01,2008
2010-05-06,"Thursday",11,192025,0,0,1105,173,318604126,735,"false","Iron Man",2010,2008-05-01,2008
2008-06-13,"Friday",1,21468125,0,0,3505,6125,21468125,1,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-14,"Saturday",1,18383725,-14.4,0,3505,5245,39851850,2,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-15,"Sunday",1,15562200,-15.3,0,3505,4440,55414050,3,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-16,"Monday",1,6010405,-61.4,0,3505,1714,61424455,4,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-17,"Tuesday",1,4801850,-20.1,0,3505,1370,66226305,5,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-18,"Wednesday",1,4503925,-6.2,0,3505,1285,70730230,6,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-19,"Thursday",1,4189140,-7,0,3505,1195,74919370,7,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-20,"Friday",2,6665335,59.1,-69,3508,1900,81584705,8,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-21,"Saturday",2,8559520,28.4,-53.4,3508,2440,90144225,9,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-22,"Sunday",3,6911205,-19.3,-55.6,3508,1970,97055430,10,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-23,"Monday",3,2649125,-61.7,-55.9,3508,755,99704555,11,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-24,"Tuesday",3,2333405,-11.9,-51.4,3508,665,102037960,12,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-25,"Wednesday",3,2122340,-9,-52.9,3508,605,104160300,13,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-26,"Thursday",3,2121665,0.1,-49.4,3508,604,106281965,14,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-27,"Friday",5,2930375,38.1,-56,3349,875,109212340,15,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-28,"Saturday",5,3749985,28,-56.2,3349,1119,112962325,16,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-29,"Sunday",5,2896885,-22.7,-58.1,3349,865,115859210,17,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-06-30,"Monday",5,1323125,-54.3,-50.1,3349,395,117182335,18,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-01,"Tuesday",6,1039225,-21.5,-55.5,3349,310,118221560,19,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-02,"Wednesday",7,723505,-30.4,-65.9,2890,250,118945065,20,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-03,"Thursday",6,997050,37.8,-53,2890,345,119942115,21,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-04,"Friday",6,1262845,26.7,-56.9,3043,415,121204960,22,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-05,"Saturday",6,2114885,67.5,-43.6,3043,695,123319845,23,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-06,"Sunday",6,1521550,-28.1,-47.5,3043,500,124841395,24,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-07,"Monday",6,700225,-54,-47.1,3043,230,125541620,25,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-08,"Tuesday",7,701005,0.1,-32.5,3043,230,126242625,26,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-09,"Wednesday",7,699435,-0.2,-3.3,3043,229,126942060,27,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-10,"Thursday",7,639030,-8.6,-35.9,3043,210,127581090,28,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-11,"Friday",10,690475,8.1,-45.3,1945,355,128271565,29,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-12,"Saturday",10,943395,36.6,-55.4,1945,485,129214960,30,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-13,"Sunday",9,690475,-26.8,-54.6,1945,355,129905435,31,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-14,"Monday",10,330650,-52.1,-52.8,1945,170,130236085,32,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-15,"Tuesday",10,319995,-3.2,-54.4,1945,164,130556080,33,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-16,"Wednesday",10,312125,-2.5,-55.4,1945,160,130868205,34,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-17,"Thursday",11,272445,-12.7,-57.4,1945,140,131140650,35,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-18,"Friday",15,196785,-27.8,-71.5,656,299,131337435,36,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-19,"Saturday",15,249280,26.7,-73.6,656,380,131586715,37,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-20,"Sunday",15,180450,-27.6,-73.9,656,275,131767165,38,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-21,"Monday",15,88560,-50.9,-73.2,656,135,131855725,39,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-22,"Tuesday",15,85280,-3.7,-73.3,656,130,131941005,40,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-23,"Wednesday",15,85335,0.1,-72.7,656,130,132026340,41,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-24,"Thursday",15,91840,7.6,-66.3,656,140,132118180,42,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-25,"Friday",17,128960,40.4,-34.5,403,320,132247140,43,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-26,"Saturday",16,167245,29.7,-32.9,403,415,132414385,44,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-27,"Sunday",16,126945,-24.1,-29.7,403,315,132541330,45,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-28,"Monday",16,64480,-49.2,-27.2,403,160,132605810,46,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-29,"Tuesday",16,68605,6.4,-19.6,403,170,132674415,47,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-30,"Wednesday",16,68450,-0.2,-19.8,403,169,132742865,48,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-07-31,"Thursday",16,62465,-8.7,-32,403,155,132805330,49,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-01,"Friday",17,159280,155,23.5,362,440,132964610,50,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-02,"Saturday",17,190050,19.3,13.6,362,525,133154660,51,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-03,"Sunday",17,128510,-32.4,1.2,362,355,133283170,52,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-04,"Monday",18,72395,-43.7,12.3,362,199,133355565,53,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-05,"Tuesday",18,72445,0.1,5.6,362,200,133428010,54,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-06,"Wednesday",20,52965,-26.9,-22.6,321,165,133480975,55,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-07,"Thursday",20,54570,3,-12.6,321,170,133535545,56,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-08,"Friday",20,86320,58.2,-45.8,332,260,133621865,57,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-09,"Saturday",20,136115,57.7,-28.4,332,409,133757980,58,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-10,"Sunday",20,86355,-36.6,-32.8,332,260,133844335,59,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-11,"Monday",21,41500,-51.9,-42.7,332,125,133885835,60,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-12,"Tuesday",21,46595,12.3,-35.7,332,140,133932430,61,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-13,"Wednesday",22,38495,-17.4,-27.3,308,124,133970925,62,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-14,"Thursday",22,38445,-0.1,-29.5,308,124,134009370,63,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-15,"Friday",30,51300,33.4,-40.6,228,225,134060670,64,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-16,"Saturday",29,76380,48.9,-43.9,228,335,134137050,65,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-17,"Sunday",28,52440,-31.3,-39.3,228,230,134189490,66,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-18,"Monday",26,21660,-58.7,-47.8,228,95,134211150,67,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-19,"Tuesday",29,25080,15.8,-46.2,228,110,134236230,68,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-20,"Wednesday",27,23895,-4.7,-37.9,228,104,134260125,69,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-21,"Thursday",29,23940,0.2,-37.7,228,105,134284065,70,"false","The Incredible Hulk",2008,2008-06-13,2008
2008-08-22,"Friday",35,29445,23,-42.6,151,195,134313510,71,"false","The Incredible Hulk",2008,2008-06-13,2008
